customerid,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,cluster
22626,55,Male,56,18,5,30,Standard,Quarterly,306,21,1,1
22633,35,Female,46,22,5,28,Premium,Annual,480,14,1,1
22635,27,Female,55,21,9,18,Basic,Monthly,160,21,1,0
22636,56,Male,49,15,7,23,Basic,Monthly,689,27,1,0
22637,40,Male,49,7,6,21,Premium,Annual,619,3,1,1
22642,19,Female,47,10,7,17,Standard,Annual,445,14,1,1
22643,37,Female,21,4,2,22,Basic,Monthly,168,17,1,0
22648,60,Male,49,3,4,28,Premium,Annual,195,18,1,1
22650,50,Female,31,3,3,23,Basic,Quarterly,210,20,1,0
22652,60,Female,51,1,0,7,Basic,Annual,203,20,1,1
22653,26,Male,43,2,6,16,Standard,Quarterly,389,20,1,1
22656,42,Male,51,28,9,26,Premium,Quarterly,694,8,1,2
22665,31,Male,26,20,6,19,Standard,Monthly,182,6,1,0
22667,27,Female,57,5,2,29,Standard,Monthly,123,26,1,2
22672,40,Female,7,20,5,21,Standard,Monthly,343,13,1,2
22678,25,Male,48,22,7,25,Standard,Monthly,504,14,1,0
22680,47,Male,30,7,9,16,Basic,Annual,494,17,1,1
22686,18,Male,42,21,8,30,Premium,Annual,160,5,1,1
22688,60,Male,32,9,8,27,Standard,Monthly,774,11,1,0
22690,45,Female,31,5,6,21,Basic,Annual,165,18,1,1
22699,61,Female,38,2,8,28,Basic,Monthly,869,6,1,0
22701,40,Female,41,24,6,26,Basic,Quarterly,545,28,1,0
22702,39,Female,35,6,0,22,Standard,Monthly,671,22,1,2
22704,22,Female,20,12,7,21,Premium,Monthly,398,18,1,2
22707,36,Female,49,18,3,22,Basic,Monthly,911,18,1,0
22708,61,Female,20,23,9,24,Premium,Quarterly,289,21,1,2
22709,57,Female,36,25,6,21,Standard,Annual,923,27,1,1
22712,39,Female,24,19,8,20,Premium,Annual,373,23,1,1
22714,64,Female,17,10,5,29,Premium,Monthly,247,9,1,2
22719,27,Female,44,9,4,27,Standard,Monthly,637,27,1,2
22722,33,Male,42,18,5,22,Standard,Quarterly,971,24,1,1
22723,24,Female,32,15,10,17,Premium,Monthly,652,18,1,2
22751,60,Female,47,4,7,21,Basic,Annual,831,18,1,1
22758,18,Female,7,1,3,17,Premium,Annual,475,8,1,1
22759,22,Male,6,2,6,4,Standard,Annual,635,24,1,1
22762,41,Female,41,21,5,17,Standard,Monthly,963,7,1,2
22763,50,Female,48,18,4,23,Basic,Monthly,313,12,1,0
22766,65,Male,5,3,8,25,Basic,Annual,631,10,1,1
22770,48,Female,27,6,1,29,Standard,Monthly,365,2,1,2
22774,56,Female,14,5,9,24,Standard,Annual,956,27,1,1
22775,26,Female,22,21,1,30,Premium,Monthly,494,13,1,2
22777,65,Female,52,5,10,7,Basic,Annual,580,15,1,1
22779,62,Female,20,5,10,9,Basic,Annual,946,27,1,1
22781,43,Male,55,8,7,18,Premium,Quarterly,146,9,1,2
22784,51,Female,50,3,4,0,Basic,Annual,684,27,1,1
22790,64,Male,44,21,6,27,Basic,Monthly,934,19,1,0
22797,64,Male,53,5,8,19,Premium,Monthly,529,5,1,2
22800,57,Male,49,24,6,23,Premium,Quarterly,764,17,1,2
22806,52,Male,32,4,5,26,Standard,Annual,719,13,1,1
22809,35,Female,22,22,5,30,Standard,Monthly,171,13,1,2
22811,33,Male,60,18,8,21,Standard,Annual,560,30,1,1
22819,45,Female,49,7,8,19,Standard,Quarterly,154,23,1,2
22822,64,Female,40,14,6,16,Standard,Monthly,944,3,1,2
22825,33,Male,39,25,7,16,Premium,Quarterly,457,3,1,2
22829,52,Male,25,5,6,8,Basic,Annual,765,25,1,1
22835,44,Male,31,21,7,19,Premium,Quarterly,465,17,1,2
22838,57,Female,18,17,3,30,Premium,Quarterly,478,19,1,2
22842,53,Female,44,9,7,27,Basic,Monthly,797,20,1,0
22843,57,Male,24,19,8,28,Premium,Annual,266,28,1,1
22848,57,Female,24,19,5,18,Premium,Quarterly,192,17,1,2
22853,20,Male,59,12,8,27,Premium,Monthly,761,28,1,2
22860,64,Female,51,2,9,22,Premium,Monthly,314,15,1,2
22861,48,Female,45,9,4,23,Basic,Monthly,325,30,1,0
22862,64,Female,15,13,7,26,Standard,Quarterly,148,2,1,2
22864,18,Female,29,23,7,23,Standard,Monthly,433,13,1,2
22865,37,Female,19,24,5,21,Premium,Monthly,478,21,1,2
22869,51,Female,57,15,1,28,Standard,Quarterly,374,9,1,2
22870,21,Male,44,30,8,29,Basic,Monthly,493,19,1,0
22876,54,Female,25,12,10,16,Basic,Quarterly,856,8,1,0
22882,56,Male,37,11,5,24,Basic,Quarterly,253,2,1,0
22884,33,Male,60,25,5,27,Standard,Monthly,930,22,1,0
22891,56,Male,30,2,10,9,Standard,Quarterly,911,17,1,1
22893,23,Male,32,15,5,17,Premium,Monthly,277,2,1,2
22895,46,Female,9,20,8,26,Premium,Monthly,895,7,1,2
22900,61,Male,31,11,8,20,Premium,Monthly,970,29,1,2
22906,38,Male,34,5,6,25,Premium,Monthly,607,13,1,2
22910,57,Female,58,10,3,22,Standard,Quarterly,166,25,1,2
22911,51,Male,46,7,8,28,Premium,Quarterly,770,2,1,2
22914,27,Female,36,4,8,17,Basic,Quarterly,165,24,1,0
22915,40,Female,30,19,10,16,Standard,Quarterly,738,22,1,2
22917,55,Male,33,1,5,22,Standard,Quarterly,196,18,1,1
22918,52,Male,25,23,7,20,Basic,Annual,384,22,1,1
22921,31,Female,12,4,6,30,Premium,Monthly,278,13,1,2
22932,61,Male,27,21,6,21,Premium,Annual,685,8,1,1
22934,33,Male,38,6,8,26,Standard,Quarterly,131,22,1,1
22938,56,Female,49,25,5,27,Premium,Monthly,884,14,1,2
22941,62,Female,58,25,8,20,Premium,Annual,195,17,1,1
22954,53,Male,33,22,7,18,Premium,Monthly,512,17,1,2
22956,61,Female,41,30,9,24,Standard,Monthly,442,17,1,2
22958,51,Male,23,4,7,2,Basic,Annual,488,12,1,1
22959,28,Female,40,12,9,19,Basic,Annual,531,9,1,1
22961,37,Male,31,20,6,29,Standard,Quarterly,894,5,1,1
22963,56,Male,34,30,9,26,Premium,Monthly,462,21,1,2
22965,47,Male,60,21,9,26,Basic,Monthly,848,11,1,0
22966,34,Female,33,18,8,23,Standard,Monthly,322,18,1,2
22974,37,Female,52,28,8,19,Standard,Annual,253,17,1,1
22976,30,Female,41,23,5,26,Premium,Monthly,443,3,1,2
22978,32,Female,18,19,7,30,Basic,Annual,444,15,1,1
22981,44,Male,49,25,10,30,Standard,Monthly,119,9,1,0
22982,22,Female,22,23,7,29,Standard,Annual,472,21,1,1
22985,31,Female,32,15,9,24,Basic,Annual,895,12,1,1
22991,31,Female,53,7,0,21,Standard,Monthly,419,8,1,2
22993,65,Female,17,5,7,1,Basic,Quarterly,110,30,1,0
22996,52,Female,10,3,5,8,Standard,Monthly,406,30,1,2
22997,55,Male,45,15,8,26,Standard,Monthly,563,29,1,0
23000,28,Male,54,25,10,19,Standard,Annual,900,24,1,1
23018,62,Female,45,27,6,22,Standard,Quarterly,121,14,1,2
23023,49,Female,2,2,5,18,Basic,Annual,286,8,1,1
23024,25,Male,55,6,5,18,Basic,Monthly,678,5,1,0
23045,43,Female,3,24,1,21,Basic,Monthly,477,4,1,0
23047,59,Female,30,10,7,24,Premium,Annual,456,10,1,1
23052,38,Male,52,22,5,30,Premium,Annual,477,27,1,1
23055,24,Female,34,10,5,30,Standard,Monthly,306,17,1,2
23057,23,Male,34,14,5,27,Standard,Quarterly,423,29,1,1
23059,33,Female,57,1,9,6,Basic,Annual,156,5,1,1
23060,42,Male,36,2,5,29,Standard,Monthly,299,21,1,0
23062,51,Female,39,18,6,29,Basic,Quarterly,472,30,1,0
23064,37,Female,26,25,8,17,Basic,Quarterly,401,26,1,0
23081,43,Male,49,18,6,16,Standard,Annual,709,12,1,1
23086,26,Female,36,22,7,26,Basic,Quarterly,835,8,1,0
23087,56,Female,23,23,7,30,Basic,Monthly,343,30,1,0
23094,42,Female,23,12,7,23,Standard,Monthly,273,16,1,2
23099,38,Female,40,25,9,30,Standard,Annual,832,12,1,1
23112,40,Male,26,2,2,10,Standard,Annual,183,6,1,1
23128,27,Male,28,9,7,22,Standard,Monthly,312,5,1,0
23131,20,Male,48,12,10,28,Basic,Annual,705,16,1,1
23134,41,Female,36,12,9,24,Premium,Annual,561,29,1,1
23140,33,Female,42,8,6,25,Premium,Quarterly,516,28,1,2
23145,26,Female,42,2,0,25,Basic,Monthly,651,25,1,0
23146,29,Female,16,27,2,22,Premium,Monthly,203,14,1,2
23147,37,Female,42,3,7,19,Standard,Quarterly,381,30,1,2
23154,50,Male,25,13,5,26,Basic,Monthly,162,29,1,0
23161,18,Female,34,23,8,28,Basic,Monthly,913,15,1,0
23164,59,Female,15,3,10,26,Basic,Annual,787,30,1,1
23166,24,Male,27,25,8,16,Premium,Monthly,976,10,1,2
23170,37,Female,18,13,1,28,Standard,Quarterly,439,19,1,2
23175,63,Male,43,1,8,13,Standard,Quarterly,994,23,1,1
23184,37,Male,27,14,6,21,Basic,Monthly,998,26,1,0
23187,65,Female,24,1,10,14,Basic,Quarterly,705,10,1,0
23191,29,Female,9,20,3,22,Premium,Quarterly,399,15,1,2
23202,31,Female,34,7,1,24,Standard,Annual,361,5,1,1
23204,33,Male,48,4,5,23,Standard,Quarterly,985,13,1,1
23205,55,Male,36,1,6,20,Premium,Monthly,942,25,1,2
23207,42,Female,49,20,7,23,Standard,Monthly,873,11,1,2
23216,40,Male,4,3,3,10,Basic,Monthly,105,7,1,0
23219,46,Male,60,8,6,18,Premium,Quarterly,757,19,1,2
23222,48,Female,44,12,3,28,Premium,Monthly,644,13,1,2
23225,30,Female,21,16,7,29,Premium,Annual,107,22,1,1
23226,47,Male,55,23,5,22,Premium,Quarterly,606,6,1,2
23228,51,Male,58,1,6,11,Basic,Monthly,421,2,1,0
23241,54,Male,2,4,6,6,Basic,Annual,726,6,1,1
23242,27,Female,25,17,10,23,Basic,Monthly,625,13,1,0
23243,26,Male,24,26,5,22,Premium,Annual,771,20,1,1
23250,43,Male,35,9,9,16,Standard,Annual,213,14,1,1
23251,52,Female,42,27,7,28,Premium,Quarterly,819,24,1,2
23259,65,Female,58,17,6,20,Premium,Quarterly,126,26,1,2
23262,64,Female,40,2,5,25,Premium,Annual,237,30,1,1
23263,21,Female,3,18,5,28,Premium,Quarterly,105,20,1,2
23265,45,Female,18,12,4,28,Standard,Quarterly,217,11,1,2
23268,56,Female,24,7,3,22,Standard,Monthly,877,20,1,2
23273,30,Female,47,1,0,29,Premium,Monthly,153,9,1,2
23275,58,Female,57,17,10,18,Standard,Monthly,500,2,1,2
23276,19,Male,31,7,10,26,Standard,Annual,854,9,1,1
23281,21,Male,42,13,5,30,Standard,Annual,769,12,1,1
23286,27,Female,12,9,3,30,Standard,Annual,194,9,1,1
23290,48,Female,19,10,0,26,Premium,Quarterly,179,18,1,2
23293,31,Male,29,30,6,30,Basic,Monthly,219,23,1,0
23297,49,Female,11,1,4,9,Premium,Annual,494,12,1,1
23298,37,Male,56,4,9,22,Premium,Annual,773,24,1,1
23307,47,Female,13,20,10,30,Basic,Quarterly,231,21,1,0
23312,60,Female,56,12,0,25,Premium,Quarterly,177,5,1,2
23314,22,Female,60,20,3,26,Premium,Monthly,919,2,1,2
23315,39,Female,47,20,7,16,Standard,Monthly,278,25,1,2
23317,45,Male,35,16,7,22,Basic,Annual,667,14,1,1
23320,25,Female,12,2,1,30,Standard,Quarterly,131,10,1,2
23321,62,Female,28,18,6,30,Standard,Quarterly,846,3,1,2
23322,47,Male,56,30,7,16,Standard,Monthly,648,24,1,0
23324,40,Male,35,5,5,17,Standard,Monthly,493,8,1,0
23325,23,Male,47,3,5,20,Basic,Monthly,322,12,1,0
23327,28,Male,43,26,7,25,Premium,Annual,865,12,1,1
23332,45,Female,15,21,6,24,Premium,Annual,495,13,1,1
23336,23,Female,22,1,9,21,Basic,Annual,101,22,1,1
23342,53,Male,48,23,7,25,Basic,Monthly,909,14,1,0
23344,30,Male,35,19,5,19,Premium,Monthly,424,20,1,2
23345,39,Female,30,12,4,29,Premium,Quarterly,375,20,1,2
23349,20,Male,37,9,8,17,Standard,Annual,338,30,1,1
23350,21,Male,43,10,8,24,Standard,Annual,559,26,1,1
23353,64,Female,26,30,9,19,Premium,Monthly,209,27,1,2
23354,41,Male,43,14,8,21,Standard,Annual,470,22,1,1
23365,57,Male,52,2,7,30,Basic,Monthly,885,22,1,0
23367,38,Female,13,12,7,27,Standard,Annual,249,11,1,1
23398,22,Male,54,28,5,28,Basic,Monthly,601,12,1,0
23400,37,Male,51,20,5,19,Premium,Annual,871,11,1,1
23402,46,Female,13,28,0,27,Premium,Annual,224,28,1,1
23403,21,Female,41,13,0,22,Standard,Monthly,275,10,1,2
23404,36,Male,52,2,6,23,Premium,Annual,895,27,1,1
23409,23,Male,33,6,6,19,Standard,Annual,935,10,1,1
23415,60,Female,31,14,1,25,Premium,Annual,455,29,1,1
23416,52,Female,36,2,6,14,Premium,Quarterly,918,22,1,2
23420,40,Female,21,18,0,21,Premium,Annual,354,10,1,1
23422,48,Female,37,22,10,23,Basic,Annual,620,30,1,1
23436,37,Male,59,16,5,16,Premium,Monthly,607,19,1,2
23454,49,Female,14,2,6,24,Premium,Monthly,150,19,1,2
23458,65,Female,17,7,4,21,Premium,Monthly,882,23,1,2
23462,29,Male,58,20,10,30,Premium,Monthly,380,5,1,2
23463,51,Female,4,21,4,21,Standard,Annual,432,29,1,1
23465,23,Female,45,25,7,17,Standard,Annual,198,28,1,1
23466,21,Female,39,30,5,20,Standard,Monthly,321,29,1,2
23467,32,Male,35,29,6,23,Standard,Annual,674,17,1,1
23468,25,Female,12,22,5,23,Standard,Monthly,415,11,1,2
23475,61,Male,42,2,4,28,Premium,Quarterly,726,22,1,2
23481,45,Male,43,1,5,22,Basic,Monthly,303,11,1,0
23487,31,Male,27,11,10,27,Basic,Monthly,246,17,1,0
23491,54,Male,28,9,6,25,Standard,Monthly,895,14,1,0
23495,56,Male,5,1,5,23,Standard,Annual,218,28,1,1
23496,39,Female,29,14,10,21,Premium,Quarterly,682,16,1,2
23499,46,Male,39,18,10,16,Basic,Monthly,146,27,1,0
23500,36,Female,27,3,8,30,Standard,Quarterly,527,3,1,2
23506,52,Female,52,8,4,28,Premium,Monthly,965,22,1,2
23508,45,Female,34,12,3,29,Premium,Annual,392,25,1,1
23509,21,Male,55,15,9,18,Basic,Annual,841,22,1,1
23511,59,Female,54,8,4,24,Standard,Monthly,314,15,1,2
23513,39,Female,43,22,5,24,Basic,Annual,125,23,1,1
23519,43,Female,12,2,10,25,Standard,Monthly,838,14,1,2
23525,51,Female,22,10,1,22,Standard,Monthly,735,3,1,2
23528,25,Female,2,3,6,5,Basic,Monthly,226,16,1,0
23530,43,Female,12,12,6,30,Premium,Monthly,343,17,1,2
23534,44,Female,43,12,10,17,Premium,Annual,578,13,1,1
23543,41,Male,38,21,6,28,Standard,Annual,641,20,1,1
23547,21,Female,38,19,6,27,Standard,Annual,586,30,1,1
23556,49,Female,10,20,0,27,Basic,Quarterly,395,8,1,0
23557,47,Male,37,27,8,26,Basic,Annual,489,23,1,1
23561,29,Female,43,9,1,29,Premium,Annual,144,25,1,1
23565,51,Female,12,21,1,23,Standard,Quarterly,342,28,1,2
23566,58,Male,36,6,8,16,Standard,Quarterly,464,16,1,1
23572,38,Female,32,5,1,25,Premium,Monthly,596,11,1,2
23577,22,Male,46,13,7,22,Basic,Quarterly,458,4,1,0
23581,55,Male,45,13,9,20,Standard,Annual,569,8,1,1
23587,47,Male,55,7,6,27,Premium,Monthly,717,23,1,2
23591,29,Female,22,7,4,27,Basic,Quarterly,280,12,1,0
23598,39,Male,25,28,9,22,Basic,Quarterly,609,18,1,0
23599,60,Female,31,13,2,30,Premium,Monthly,767,22,1,2
23601,59,Male,54,4,9,21,Standard,Monthly,876,5,1,0
23607,18,Female,21,12,5,27,Premium,Annual,406,1,1,1
23622,42,Male,36,28,6,21,Basic,Monthly,246,11,1,0
23625,58,Male,60,12,8,24,Standard,Monthly,223,13,1,0
23626,34,Female,38,4,2,29,Premium,Monthly,220,7,1,2
23630,34,Female,52,3,7,25,Premium,Monthly,143,15,1,2
23648,25,Female,35,10,5,18,Standard,Annual,518,29,1,1
23651,28,Female,2,3,9,11,Basic,Monthly,320,7,1,0
23654,46,Female,36,4,6,18,Standard,Quarterly,141,10,1,2
23657,48,Female,42,29,7,24,Basic,Quarterly,474,24,1,0
23658,19,Male,29,24,6,30,Premium,Monthly,756,25,1,2
23660,58,Female,29,14,5,19,Basic,Monthly,772,2,1,0
23661,48,Female,36,13,9,29,Standard,Annual,629,18,1,1
23667,19,Female,43,16,5,28,Basic,Annual,933,8,1,1
23668,63,Female,6,18,1,21,Premium,Monthly,803,13,1,2
23670,54,Male,29,17,7,21,Premium,Quarterly,943,30,1,2
23674,65,Female,33,8,10,21,Basic,Quarterly,375,7,1,0
23677,32,Female,42,12,5,21,Basic,Annual,781,23,1,1
23680,47,Male,46,15,8,26,Premium,Annual,714,12,1,1
23688,45,Female,58,29,6,25,Basic,Quarterly,729,27,1,0
23689,38,Female,55,9,2,26,Standard,Quarterly,328,19,1,2
23691,60,Female,26,28,8,23,Basic,Quarterly,915,5,1,0
23696,48,Female,37,25,9,20,Premium,Quarterly,555,23,1,2
23699,64,Female,23,10,2,27,Basic,Quarterly,383,23,1,0
23703,27,Female,23,14,5,29,Basic,Monthly,427,10,1,0
23705,50,Female,58,26,7,18,Premium,Monthly,433,16,1,2
23708,38,Female,33,15,9,27,Standard,Monthly,329,25,1,2
23709,31,Female,59,7,5,18,Basic,Annual,859,5,1,1
23711,56,Male,27,9,9,18,Basic,Monthly,962,3,1,0
23714,23,Male,50,14,7,19,Basic,Annual,298,10,1,1
23717,46,Male,38,20,5,19,Standard,Quarterly,546,25,1,1
23720,18,Female,49,18,6,19,Standard,Quarterly,889,24,1,2
23722,18,Female,27,1,9,11,Premium,Annual,134,14,1,1
23725,39,Female,29,5,9,28,Premium,Monthly,943,14,1,2
23727,54,Female,19,15,4,22,Basic,Annual,397,20,1,1
23734,26,Female,52,11,0,27,Standard,Quarterly,258,22,1,2
23738,41,Male,55,28,8,28,Basic,Annual,633,30,1,1
23739,57,Male,28,4,9,18,Basic,Annual,445,25,1,1
23743,29,Female,13,18,1,28,Basic,Monthly,527,23,1,0
23745,47,Male,51,2,8,23,Premium,Monthly,692,15,1,2
23747,28,Female,56,18,6,20,Standard,Annual,347,17,1,1
23748,49,Female,30,14,0,22,Premium,Quarterly,168,15,1,2
23752,61,Female,16,24,10,21,Premium,Monthly,118,9,1,2
23771,18,Male,30,18,10,22,Basic,Annual,925,16,1,1
23775,47,Female,21,23,2,30,Standard,Monthly,594,28,1,2
23777,48,Female,2,3,1,27,Standard,Quarterly,398,3,1,2
23779,65,Female,37,13,2,23,Basic,Quarterly,375,15,1,0
23780,27,Male,33,17,8,20,Standard,Annual,245,8,1,1
23784,58,Female,48,22,7,23,Premium,Monthly,485,29,1,2
23786,41,Male,24,12,9,22,Standard,Quarterly,606,13,1,1
23787,24,Female,31,7,4,29,Basic,Quarterly,426,7,1,0
23789,55,Female,9,3,5,18,Premium,Annual,931,12,1,1
23791,19,Female,58,9,0,21,Basic,Monthly,224,25,1,0
23796,22,Female,34,4,5,22,Standard,Annual,558,13,1,1
23798,31,Female,36,20,2,21,Basic,Monthly,696,15,1,0
23800,60,Female,29,2,5,11,Premium,Annual,499,15,1,1
23803,41,Male,52,23,10,25,Basic,Annual,584,7,1,1
23805,42,Male,55,17,9,26,Basic,Quarterly,898,25,1,0
23817,55,Female,53,9,9,29,Premium,Quarterly,326,11,1,2
23819,41,Female,26,16,5,24,Standard,Monthly,256,6,1,2
23825,52,Male,38,22,6,28,Standard,Annual,917,26,1,1
23829,44,Female,57,1,9,7,Standard,Annual,163,15,1,1
23830,47,Female,44,14,2,21,Premium,Monthly,189,20,1,2
23833,53,Male,24,30,7,20,Premium,Monthly,983,17,1,2
23835,33,Female,55,21,2,26,Premium,Monthly,801,10,1,2
23838,18,Female,43,13,10,22,Basic,Monthly,963,17,1,0
23842,36,Female,10,8,0,29,Premium,Quarterly,125,22,1,2
23843,54,Female,26,19,6,28,Basic,Monthly,485,9,1,0
23848,19,Female,32,21,8,21,Basic,Monthly,831,7,1,0
23849,29,Female,5,27,8,22,Basic,Monthly,815,21,1,0
23852,22,Male,49,17,8,25,Basic,Monthly,348,18,1,0
23856,59,Female,12,5,9,9,Basic,Monthly,558,24,1,0
23857,18,Male,33,10,9,20,Standard,Quarterly,218,30,1,1
23858,60,Female,27,18,6,22,Standard,Annual,671,8,1,1
23861,19,Female,42,6,10,28,Premium,Quarterly,147,20,1,2
23862,31,Female,6,19,3,23,Standard,Monthly,632,18,1,2
23873,60,Female,24,2,1,27,Basic,Monthly,147,21,1,0
23874,52,Male,57,14,8,22,Standard,Monthly,751,1,1,0
23876,65,Female,35,20,7,21,Premium,Monthly,251,26,1,2
23877,50,Female,43,23,5,25,Basic,Annual,196,16,1,1
23879,51,Female,1,2,3,1,Basic,Annual,111,15,1,1
23884,27,Female,10,8,8,26,Basic,Monthly,928,14,1,0
23886,25,Male,47,8,10,20,Standard,Monthly,826,18,1,0
23888,52,Female,37,4,4,8,Premium,Quarterly,276,3,1,2
23894,65,Female,40,9,10,18,Standard,Monthly,804,25,1,2
23900,39,Female,36,19,10,18,Basic,Monthly,566,3,1,0
23902,31,Female,52,16,6,28,Basic,Quarterly,992,1,1,0
23913,21,Female,13,1,5,29,Premium,Annual,124,21,1,1
23923,56,Female,43,14,10,20,Basic,Annual,314,16,1,1
23943,62,Male,35,21,9,18,Basic,Monthly,549,3,1,0
23946,40,Female,19,6,4,26,Standard,Monthly,870,2,1,2
23951,43,Male,34,21,7,26,Standard,Monthly,347,10,1,0
23952,20,Female,30,27,6,29,Standard,Monthly,447,29,1,2
23954,32,Female,42,30,2,23,Standard,Monthly,902,21,1,2
23959,36,Male,45,28,8,29,Standard,Monthly,673,14,1,0
23960,41,Female,52,26,5,25,Premium,Quarterly,720,21,1,2
23961,30,Female,49,18,10,27,Basic,Annual,187,21,1,1
23962,39,Female,25,11,0,30,Basic,Quarterly,269,6,1,0
23970,28,Female,52,24,5,30,Premium,Quarterly,933,18,1,2
23971,28,Female,19,3,4,27,Standard,Monthly,688,30,1,2
23978,42,Female,5,8,1,22,Premium,Annual,443,11,1,1
23981,53,Female,35,20,10,24,Premium,Quarterly,976,18,1,2
23989,49,Male,33,5,6,18,Premium,Quarterly,331,16,1,2
23990,43,Female,24,19,1,21,Basic,Quarterly,237,3,1,0
23991,55,Female,42,25,7,30,Premium,Monthly,794,22,1,2
24000,50,Female,37,7,10,16,Standard,Monthly,434,2,1,2
24010,64,Male,29,29,6,17,Basic,Monthly,800,10,1,0
24020,22,Female,29,27,5,30,Basic,Quarterly,349,1,1,0
24025,34,Female,5,5,9,26,Premium,Monthly,731,25,1,2
24026,59,Female,26,20,9,27,Basic,Quarterly,989,4,1,0
24027,46,Female,35,14,7,24,Basic,Annual,763,16,1,1
24034,28,Male,48,29,8,20,Basic,Monthly,318,29,1,0
24035,29,Male,50,26,8,24,Standard,Monthly,409,26,1,0
24036,41,Female,42,14,10,30,Standard,Annual,775,11,1,1
24043,46,Male,32,2,9,2,Premium,Annual,218,8,1,1
24046,29,Female,36,13,8,17,Standard,Annual,385,2,1,1
24051,61,Female,24,13,3,22,Basic,Monthly,874,14,1,0
24059,38,Female,55,11,7,25,Standard,Monthly,742,11,1,2
24061,60,Male,35,2,9,5,Basic,Annual,158,4,1,1
24062,32,Female,48,12,9,21,Premium,Annual,935,24,1,1
24064,32,Female,46,25,1,22,Basic,Quarterly,139,5,1,0
24068,60,Male,38,24,10,19,Basic,Quarterly,730,21,1,0
24070,36,Female,21,15,1,21,Premium,Annual,191,13,1,1
24079,39,Male,33,11,9,27,Premium,Annual,324,26,1,1
24083,50,Female,35,3,3,25,Basic,Quarterly,217,3,1,0
24087,23,Female,7,12,2,26,Basic,Monthly,564,25,1,0
24091,64,Male,35,1,4,26,Premium,Monthly,670,10,1,2
24093,25,Male,55,28,8,29,Basic,Monthly,713,30,1,0
24108,58,Female,45,10,10,16,Standard,Annual,688,12,1,1
24110,24,Female,42,6,2,29,Premium,Quarterly,270,18,1,2
24115,55,Female,49,2,10,3,Premium,Annual,964,19,1,1
24129,54,Male,44,2,8,8,Standard,Monthly,155,17,1,0
24132,49,Female,51,19,8,29,Premium,Monthly,379,23,1,2
24141,44,Female,28,30,6,20,Standard,Annual,403,14,1,1
24143,33,Female,17,19,4,27,Premium,Monthly,845,2,1,2
24146,50,Female,6,24,2,22,Premium,Quarterly,442,10,1,2
24149,60,Female,28,21,1,26,Premium,Monthly,268,2,1,2
24150,22,Male,41,3,9,28,Standard,Monthly,415,26,1,0
24151,45,Female,13,6,5,22,Standard,Monthly,722,6,1,2
24153,53,Female,53,18,4,28,Basic,Monthly,334,16,1,0
24164,57,Male,45,16,5,30,Premium,Annual,214,17,1,1
24165,50,Female,41,22,3,22,Standard,Quarterly,142,27,1,2
24168,39,Female,9,13,8,25,Premium,Quarterly,422,23,1,2
24172,31,Female,59,2,6,27,Basic,Monthly,190,16,1,0
24182,34,Female,22,13,6,27,Premium,Quarterly,489,4,1,2
24183,23,Male,34,12,10,24,Basic,Annual,191,2,1,1
24185,57,Male,29,20,9,21,Standard,Annual,958,6,1,1
24186,43,Male,29,16,10,19,Basic,Quarterly,202,18,1,0
24192,41,Male,37,16,9,18,Standard,Annual,618,14,1,1
24194,55,Male,45,3,6,23,Standard,Annual,770,9,1,1
24196,44,Male,51,13,5,27,Basic,Quarterly,575,3,1,0
24202,23,Male,60,26,9,20,Standard,Monthly,135,13,1,0
24215,25,Male,54,30,9,21,Premium,Annual,371,2,1,1
24218,37,Male,41,17,8,30,Basic,Annual,646,24,1,1
24220,53,Male,52,13,8,29,Basic,Monthly,730,29,1,0
24225,63,Female,25,6,7,19,Basic,Monthly,339,5,1,0
24226,33,Female,38,6,8,20,Basic,Monthly,755,14,1,0
24231,23,Female,11,3,8,30,Basic,Monthly,603,28,1,0
24232,63,Female,3,29,1,23,Standard,Monthly,256,27,1,2
24234,47,Female,31,16,8,20,Basic,Quarterly,407,8,1,0
24236,47,Female,57,8,10,24,Standard,Monthly,880,21,1,2
24237,34,Female,46,14,3,30,Premium,Monthly,476,2,1,2
24241,26,Male,34,5,5,22,Standard,Monthly,654,9,1,0
24244,41,Female,54,20,10,18,Standard,Annual,532,7,1,1
24261,50,Male,42,15,10,17,Premium,Monthly,651,3,1,2
24275,63,Male,54,24,9,23,Premium,Annual,345,27,1,1
24279,52,Female,43,18,0,28,Standard,Annual,225,19,1,1
24283,31,Female,13,5,10,28,Standard,Monthly,889,20,1,2
24284,54,Female,32,26,7,20,Basic,Quarterly,915,3,1,0
24288,19,Male,57,26,6,30,Premium,Annual,209,6,1,1
24292,52,Male,5,5,8,24,Basic,Monthly,630,19,1,0
24293,21,Female,34,30,8,17,Standard,Monthly,946,1,1,2
24302,53,Female,40,2,9,9,Standard,Annual,155,5,1,1
24303,59,Female,27,2,7,4,Basic,Monthly,249,3,1,0
24307,29,Male,34,6,6,17,Premium,Monthly,641,18,1,2
24315,36,Female,30,4,9,20,Premium,Quarterly,936,23,1,2
24316,28,Female,59,19,6,29,Premium,Monthly,535,13,1,2
24318,47,Female,8,18,3,28,Standard,Annual,173,27,1,1
24330,64,Female,60,7,6,19,Standard,Quarterly,383,8,1,2
24331,64,Female,20,5,9,28,Premium,Monthly,431,20,1,2
24335,28,Female,3,11,5,23,Standard,Quarterly,124,20,1,2
